Approved_symbol,HGNC_ID,Approved_symbol,Chromosome,Locus_group,Locus_type,HGNC_family_name,Date_symbol_changed,Ensembl_gene_ID,NCBI_gene_ID,UniProt_accession
STPG4,HGNC:26850,STPG4,2,protein-coding gene,gene with protein product,,2017-03-17,ENSG00000239605,285051,Q8N801
STRA6,HGNC:30650,STRA6,15,protein-coding gene,gene with protein product,,,ENSG00000137868,64220,Q9BX79
STRA6LP,HGNC:53830,STRA6LP,9,pseudogene,pseudogene,,,ENSG00000254633,112272565,
STRA8,HGNC:30653,STRA8,7,protein-coding gene,gene with protein product,,,ENSG00000146857,346673,Q7Z7C7
STRADA,HGNC:30172,STRADA,17,protein-coding gene,gene with protein product,,,ENSG00000266173,92335,Q7RTN6
STRADB,HGNC:13205,STRADB,2,protein-coding gene,gene with protein product,,2008-09-15,ENSG00000082146,55437,Q9C0K7
STRADBP1,HGNC:22478,STRADBP1,7,pseudogene,pseudogene,,,ENSG00000213205,389599,
STRAP,HGNC:30796,STRAP,12,protein-coding gene,gene with protein product,,,ENSG00000023734,11171,Q9Y3F4
STRBP,HGNC:16462,STRBP,9,protein-coding gene,gene with protein product,,,ENSG00000165209,55342,Q96SI9
STRC,HGNC:16035,STRC,15,protein-coding gene,gene with protein product,,,ENSG00000242866,161497,Q7RTU9
STRCP1,HGNC:33915,STRCP1,15,pseudogene,pseudogene,,2010-02-26,ENSG00000166763,554225,A6NGW2
STRIP1,HGNC:25916,STRIP1,1,protein-coding gene,gene with protein product,,2012-11-05,ENSG00000143093,85369,Q5VSL9
STRIP2,HGNC:22209,STRIP2,7,protein-coding gene,gene with protein product,,2012-11-05,ENSG00000128578,57464,Q9ULQ0
STRIT1,HGNC:52297,STRIT1,3,protein-coding gene,gene with protein product,,,ENSG00000240045,100507537,P0DN84
STRN,HGNC:11424,STRN,2,protein-coding gene,gene with protein product,,,ENSG00000115808,6801,O43815
STRN3,HGNC:15720,STRN3,14,protein-coding gene,gene with protein product,,,ENSG00000196792,29966,Q13033
STRN4,HGNC:15721,STRN4,19,protein-coding gene,gene with protein product,,,ENSG00000090372,29888,Q9NRL3
STS,HGNC:11425,STS,X,protein-coding gene,gene with protein product,,,ENSG00000101846,412,P08842
STSP1,HGNC:11426,STSP1,Y,pseudogene,pseudogene,,2010-04-19,ENSG00000227166,6803,
STT3A,HGNC:6172,STT3A,11,protein-coding gene,gene with protein product,,2006-02-07,ENSG00000134910,3703,P46977
STT3A-AS1,HGNC:44585,STT3A-AS1,11,non-coding RNA,"RNA, long non-coding",,,ENSG00000254671,105369550,
STT3B,HGNC:30611,STT3B,3,protein-coding gene,gene with protein product,,,ENSG00000163527,201595,Q8TCJ2
STUB1,HGNC:11427,STUB1,16,protein-coding gene,gene with protein product,,,ENSG00000103266,10273,Q9UNE7
STUB1-DT,HGNC:54519,STUB1-DT,16,non-coding RNA,"RNA, long non-coding",,2020-12-21,ENSG00000260394,105371184,
STUB1P1,HGNC:54743,STUB1P1,2,pseudogene,pseudogene,,,ENSG00000226273,391465,
STUM,HGNC:30491,STUM,1,protein-coding gene,gene with protein product,,2016-05-17,ENSG00000203685,375057,Q69YW2
STX1A,HGNC:11433,STX1A,7,protein-coding gene,gene with protein product,,,ENSG00000106089,6804,Q16623
STX1B,HGNC:18539,STX1B,16,protein-coding gene,gene with protein product,,2007-06-20,ENSG00000099365,112755,P61266
STX2,HGNC:3403,STX2,12,protein-coding gene,gene with protein product,,2006-04-25,ENSG00000111450,2054,P32856
STX3,HGNC:11438,STX3,11,protein-coding gene,gene with protein product,,2006-04-25,ENSG00000166900,6809,Q13277
STX4,HGNC:11439,STX4,16,protein-coding gene,gene with protein product,,2006-04-25,ENSG00000103496,6810,Q12846
STX5,HGNC:11440,STX5,11,protein-coding gene,gene with protein product,,2006-04-25,ENSG00000162236,6811,Q13190
STX5-DT,HGNC:55488,STX5-DT,11,non-coding RNA,"RNA, long non-coding",,,ENSG00000256690,105369332,
STX6,HGNC:11441,STX6,1,protein-coding gene,gene with protein product,,,ENSG00000135823,10228,O43752
STX7,HGNC:11442,STX7,6,protein-coding gene,gene with protein product,,,ENSG00000079950,8417,O15400
STX8,HGNC:11443,STX8,17,protein-coding gene,gene with protein product,,,ENSG00000170310,9482,Q9UNK0
STX8P1,HGNC:49855,STX8P1,12,pseudogene,pseudogene,,,ENSG00000270296,100423046,
STX10,HGNC:11428,STX10,19,protein-coding gene,gene with protein product,,,ENSG00000104915,8677,O60499
STX11,HGNC:11429,STX11,6,protein-coding gene,gene with protein product,,,ENSG00000135604,8676,O75558
STX12,HGNC:11430,STX12,1,protein-coding gene,gene with protein product,,,ENSG00000117758,23673,Q86Y82
STX16,HGNC:11431,STX16,20,protein-coding gene,gene with protein product,,,ENSG00000124222,8675,O14662
STX16-NPEPL1,HGNC:41993,STX16-NPEPL1,20,other,readthrough,,,ENSG00000254995,100534593,
STX17,HGNC:11432,STX17,9,protein-coding gene,gene with protein product,,,ENSG00000136874,55014,P56962
STX17-DT,HGNC:51174,STX17-DT,9,non-coding RNA,"RNA, long non-coding",,2021-03-17,ENSG00000255145,441461,
STX18,HGNC:15942,STX18,4,protein-coding gene,gene with protein product,,,ENSG00000168818,53407,Q9P2W9
STX18-AS1,HGNC:48877,STX18-AS1,4,non-coding RNA,"RNA, long non-coding",,,ENSG00000247708,100507266,
STX18-IT1,HGNC:41415,STX18-IT1,4,non-coding RNA,"RNA, long non-coding",,,ENSG00000248221,104472519,
STX18P1,HGNC:43995,STX18P1,17,pseudogene,pseudogene,,,,100418889,
STX19,HGNC:19300,STX19,3,protein-coding gene,gene with protein product,,,ENSG00000178750,415117,Q8N4C7
STXBP1,HGNC:11444,STXBP1,9,protein-coding gene,gene with protein product,,,ENSG00000136854,6812,P61764
STXBP2,HGNC:11445,STXBP2,19,protein-coding gene,gene with protein product,,,ENSG00000076944,6813,Q15833
STXBP3,HGNC:11446,STXBP3,1,protein-coding gene,gene with protein product,,,ENSG00000116266,6814,O00186
STXBP4,HGNC:19694,STXBP4,17,protein-coding gene,gene with protein product,,,ENSG00000166263,252983,Q6ZWJ1
STXBP5,HGNC:19665,STXBP5,6,protein-coding gene,gene with protein product,,,ENSG00000164506,134957,Q5T5C0
STXBP5-AS1,HGNC:44183,STXBP5-AS1,6,non-coding RNA,"RNA, long non-coding",,,ENSG00000233452,729178,
STXBP5L,HGNC:30757,STXBP5L,3,protein-coding gene,gene with protein product,,,ENSG00000145087,9515,Q9Y2K9
STXBP6,HGNC:19666,STXBP6,14,protein-coding gene,gene with protein product,,,ENSG00000168952,29091,Q8NFX7
STYK1,HGNC:18889,STYK1,12,protein-coding gene,gene with protein product,,,ENSG00000060140,55359,Q6J9G0
STYX,HGNC:11447,STYX,14,protein-coding gene,gene with protein product,,,ENSG00000198252,6815,Q8WUJ0
STYXL1,HGNC:18165,STYXL1,7,protein-coding gene,gene with protein product,,2005-09-22,ENSG00000127952,51657,Q9Y6J8
STYXL2,HGNC:25034,STYXL2,1,protein-coding gene,gene with protein product,,2020-06-01,ENSG00000198842,92235,Q5VZP5
SUB1,HGNC:19985,SUB1,5,protein-coding gene,gene with protein product,,,ENSG00000113387,10923,P53999
SUB1P1,HGNC:32300,SUB1P1,8,pseudogene,pseudogene,,,ENSG00000227203,728938,
SUB1P2,HGNC:43992,SUB1P2,14,pseudogene,pseudogene,,,ENSG00000258737,100287680,
SUB1P3,HGNC:43993,SUB1P3,16,pseudogene,pseudogene,,,ENSG00000261612,106480442,
SUB1P4,HGNC:43994,SUB1P4,16,pseudogene,pseudogene,,,ENSG00000260247,100288661,
SUCLA2,HGNC:11448,SUCLA2,13,protein-coding gene,gene with protein product,,,ENSG00000136143,8803,Q9P2R7
SUCLA2-AS1,HGNC:39965,SUCLA2-AS1,13,non-coding RNA,"RNA, long non-coding",,,ENSG00000227848,101929410,
SUCLA2P1,HGNC:21632,SUCLA2P1,6,pseudogene,pseudogene,,2010-04-16,ENSG00000224936,646520,
SUCLA2P2,HGNC:38102,SUCLA2P2,2,pseudogene,pseudogene,,,ENSG00000233107,100129863,
SUCLA2P3,HGNC:38103,SUCLA2P3,2,pseudogene,pseudogene,,,ENSG00000229593,100421648,
SUCLG1,HGNC:11449,SUCLG1,2,protein-coding gene,gene with protein product,,,ENSG00000163541,8802,P53597
SUCLG2,HGNC:11450,SUCLG2,3,protein-coding gene,gene with protein product,,,ENSG00000172340,8801,Q96I99
SUCLG2-DT,HGNC:49643,SUCLG2-DT,3,non-coding RNA,"RNA, long non-coding",,2021-06-24,ENSG00000241316,101927111,
SUCLG2P1,HGNC:43996,SUCLG2P1,3,pseudogene,pseudogene,,,,100421671,
SUCLG2P2,HGNC:43997,SUCLG2P2,12,pseudogene,pseudogene,,,ENSG00000236349,283398,
SUCLG2P3,HGNC:43998,SUCLG2P3,11,pseudogene,pseudogene,,,,100421712,
SUCLG2P4,HGNC:43999,SUCLG2P4,5,pseudogene,pseudogene,,,ENSG00000249226,100130528,
SUCNR1,HGNC:4542,SUCNR1,3,protein-coding gene,gene with protein product,,2004-07-09,ENSG00000198829,56670,Q9BXA5
SUCO,HGNC:1240,SUCO,1,protein-coding gene,gene with protein product,,2012-07-10,ENSG00000094975,51430,Q9UBS9
SUDS3,HGNC:29545,SUDS3,12,protein-coding gene,gene with protein product,,,ENSG00000111707,64426,Q9H7L9
SUDS3P1,HGNC:44000,SUDS3P1,5,pseudogene,pseudogene,,,ENSG00000249129,285647,
SUFU,HGNC:16466,SUFU,10,protein-coding gene,gene with protein product,,,ENSG00000107882,51684,Q9UMX1
SUGCT,HGNC:16001,SUGCT,7,protein-coding gene,gene with protein product,,2013-12-12,ENSG00000175600,79783,Q9HAC7
SUGCT-AS1,HGNC:40745,SUGCT-AS1,7,non-coding RNA,"RNA, long non-coding",,,ENSG00000203446,101928716,
SUGP1,HGNC:18643,SUGP1,19,protein-coding gene,gene with protein product,,2010-08-10,ENSG00000105705,57794,Q8IWZ8
SUGP2,HGNC:18641,SUGP2,19,protein-coding gene,gene with protein product,,2010-08-10,ENSG00000064607,10147,Q8IX01
SUGT1,HGNC:16987,SUGT1,13,protein-coding gene,gene with protein product,,,ENSG00000165416,10910,Q9Y2Z0
SUGT1-DT,HGNC:54809,SUGT1-DT,13,non-coding RNA,"RNA, long non-coding",,,ENSG00000273723,116435302,
SUGT1P1,HGNC:19384,SUGT1P1,9,pseudogene,pseudogene,,2010-01-12,ENSG00000226823,441394,
SUGT1P2,HGNC:31377,SUGT1P2,3,pseudogene,pseudogene,,,ENSG00000213842,728706,
SUGT1P3,HGNC:20513,SUGT1P3,13,pseudogene,pseudogene,,2010-10-27,ENSG00000239827,283507,
SUGT1P4,HGNC:53832,SUGT1P4,9,pseudogene,pseudogene,,,ENSG00000254483,112272564,
SUGT1P4-STRA6LP,HGNC:53834,SUGT1P4-STRA6LP,9,other,readthrough,,,ENSG00000254876,100499484,
SUGT1P4-STRA6LP-CCDC180,HGNC:53835,SUGT1P4-STRA6LP-CCDC180,9,other,readthrough,,,ENSG00000255036,57653,
SULF1,HGNC:20391,SULF1,8,protein-coding gene,gene with protein product,,,ENSG00000137573,23213,Q8IWU6
SULF2,HGNC:20392,SULF2,20,protein-coding gene,gene with protein product,,,ENSG00000196562,55959,Q8IWU5
SULT1A1,HGNC:11453,SULT1A1,16,protein-coding gene,gene with protein product,,,ENSG00000196502,6817,P50225
SULT1A2,HGNC:11454,SULT1A2,16,protein-coding gene,gene with protein product,,,ENSG00000197165,6799,P50226
SULT1A3,HGNC:11455,SULT1A3,16,protein-coding gene,gene with protein product,,,ENSG00000261052,6818,P0DMM9
SULT1A4,HGNC:30004,SULT1A4,16,protein-coding gene,gene with protein product,,,ENSG00000213648,445329,P0DMN0
SULT1B1,HGNC:17845,SULT1B1,4,protein-coding gene,gene with protein product,,,ENSG00000173597,27284,O43704
SULT1C2,HGNC:11456,SULT1C2,2,protein-coding gene,gene with protein product,,2007-03-16,ENSG00000198203,6819,O00338
SULT1C2P1,HGNC:33545,SULT1C2P1,2,pseudogene,pseudogene,,,ENSG00000237223,151234,
SULT1C2P2,HGNC:51595,SULT1C2P2,2,pseudogene,pseudogene,,,ENSG00000261209,106480333,
SULT1C3,HGNC:33543,SULT1C3,2,protein-coding gene,gene with protein product,,,ENSG00000196228,442038,Q6IMI6
SULT1C4,HGNC:11457,SULT1C4,2,protein-coding gene,gene with protein product,,2007-03-16,ENSG00000198075,27233,O75897
SULT1D1P,HGNC:30659,SULT1D1P,4,pseudogene,pseudogene,,,ENSG00000236959,133150,
SULT1E1,HGNC:11377,SULT1E1,4,protein-coding gene,gene with protein product,,2004-02-04,ENSG00000109193,6783,P49888
SULT2A1,HGNC:11458,SULT2A1,19,protein-coding gene,gene with protein product,,,ENSG00000105398,6822,Q06520
SULT2B1,HGNC:11459,SULT2B1,19,protein-coding gene,gene with protein product,,,ENSG00000088002,6820,O00204
SULT4A1,HGNC:14903,SULT4A1,22,protein-coding gene,gene with protein product,,,ENSG00000130540,25830,Q9BR01
SULT6B1,HGNC:33433,SULT6B1,2,protein-coding gene,gene with protein product,,,ENSG00000138068,391365,Q6IMI4
SULT6B2P,HGNC:53737,SULT6B2P,12,pseudogene,pseudogene,,,ENSG00000283582,107984497,
SUMF1,HGNC:20376,SUMF1,3,protein-coding gene,gene with protein product,,,ENSG00000144455,285362,Q8NBK3
SUMF2,HGNC:20415,SUMF2,7,protein-coding gene,gene with protein product,,,ENSG00000129103,25870,Q8NBJ7
SUMO1,HGNC:12502,SUMO1,2,protein-coding gene,gene with protein product,,2004-05-19,ENSG00000116030,7341,P63165
SUMO1P1,HGNC:33148,SUMO1P1,20,pseudogene,pseudogene,,,ENSG00000241721,391257,G2XKQ0
SUMO1P2,HGNC:33149,SUMO1P2,1,pseudogene,pseudogene,,,ENSG00000229612,474337,
SUMO1P3,HGNC:33150,SUMO1P3,1,pseudogene,pseudogene,,,ENSG00000235082,474338,
SUMO1P4,HGNC:33151,SUMO1P4,19,pseudogene,pseudogene,,,ENSG00000235555,101290502,
SUMO1P5,HGNC:33152,SUMO1P5,5,pseudogene,pseudogene,,,,474341,
SUMO2,HGNC:11125,SUMO2,17,protein-coding gene,gene with protein product,,2004-05-19,ENSG00000188612,6613,P61956
SUMO2P1,HGNC:13985,SUMO2P1,6,pseudogene,pseudogene,,2010-07-07,ENSG00000235238,285829,
SUMO2P2,HGNC:39012,SUMO2P2,9,pseudogene,pseudogene,,,ENSG00000227607,100859924,
SUMO2P3,HGNC:39013,SUMO2P3,7,pseudogene,pseudogene,,,ENSG00000224971,652489,
SUMO2P4,HGNC:39014,SUMO2P4,5,pseudogene,pseudogene,,,ENSG00000249183,100288757,
SUMO2P5,HGNC:39015,SUMO2P5,5,pseudogene,pseudogene,,,ENSG00000251663,100526738,
SUMO2P6,HGNC:39016,SUMO2P6,5,pseudogene,pseudogene,,,ENSG00000249031,100127922,
SUMO2P7,HGNC:39017,SUMO2P7,17,pseudogene,pseudogene,,,ENSG00000249838,100131823,
SUMO2P8,HGNC:39018,SUMO2P8,6,pseudogene,pseudogene,,,ENSG00000228976,100506244,
SUMO2P10,HGNC:49348,SUMO2P10,3,pseudogene,pseudogene,,,ENSG00000235424,106481678,
SUMO2P11,HGNC:49349,SUMO2P11,4,pseudogene,pseudogene,,,,100422250,
SUMO2P12,HGNC:49350,SUMO2P12,6,pseudogene,pseudogene,,,ENSG00000218893,106480262,
SUMO2P13,HGNC:49351,SUMO2P13,6,pseudogene,pseudogene,,,ENSG00000218359,106480263,
SUMO2P14,HGNC:49352,SUMO2P14,7,pseudogene,pseudogene,,,ENSG00000271096,106480264,
SUMO2P15,HGNC:49353,SUMO2P15,15,pseudogene,pseudogene,,,ENSG00000271236,106480417,
SUMO2P16,HGNC:49354,SUMO2P16,8,pseudogene,pseudogene,,,ENSG00000253579,106480679,
SUMO2P17,HGNC:49358,SUMO2P17,17,pseudogene,pseudogene,,,ENSG00000248278,100128010,
SUMO2P18,HGNC:49356,SUMO2P18,8,pseudogene,pseudogene,,,ENSG00000253639,106481679,
SUMO2P19,HGNC:49357,SUMO2P19,8,pseudogene,pseudogene,,,ENSG00000253328,100422265,
SUMO2P20,HGNC:49355,SUMO2P20,8,pseudogene,pseudogene,,,ENSG00000253721,101927327,
SUMO2P21,HGNC:55054,SUMO2P21,X,pseudogene,pseudogene,,,ENSG00000228532,728825,
SUMO3,HGNC:11124,SUMO3,21,protein-coding gene,gene with protein product,,2004-05-19,ENSG00000184900,6612,P55854
SUMO4,HGNC:21181,SUMO4,6,protein-coding gene,gene with protein product,,2004-05-19,ENSG00000177688,387082,Q6EEV6
SUN1,HGNC:18587,SUN1,7,protein-coding gene,gene with protein product,,2010-01-27,ENSG00000164828,23353,O94901
SUN2,HGNC:14210,SUN2,22,protein-coding gene,gene with protein product,,2010-01-27,ENSG00000100242,25777,Q9UH99
SUN3,HGNC:22429,SUN3,7,protein-coding gene,gene with protein product,,2010-01-27,ENSG00000164744,256979,Q8TAQ9
SUN5,HGNC:16252,SUN5,20,protein-coding gene,gene with protein product,,2010-01-27,ENSG00000167098,140732,Q8TC36
SUNO1,HGNC:55385,SUNO1,19,non-coding RNA,"RNA, long non-coding",,,ENSG00000277013,119863868,
SUOX,HGNC:11460,SUOX,12,protein-coding gene,gene with protein product,,,ENSG00000139531,6821,P51687
SUPT3H,HGNC:11466,SUPT3H,6,protein-coding gene,gene with protein product,,,ENSG00000196284,8464,O75486
SUPT4H1,HGNC:11467,SUPT4H1,17,protein-coding gene,gene with protein product,,,ENSG00000213246,6827,P63272
SUPT4H1P1,HGNC:33981,SUPT4H1P1,2,pseudogene,pseudogene,,2015-09-25,ENSG00000226247,100190947,
SUPT4H1P2,HGNC:50823,SUPT4H1P2,12,pseudogene,pseudogene,,,ENSG00000246115,100287625,
SUPT5H,HGNC:11469,SUPT5H,19,protein-coding gene,gene with protein product,,,ENSG00000196235,6829,O00267
SUPT6H,HGNC:11470,SUPT6H,17,protein-coding gene,gene with protein product,,,ENSG00000109111,6830,Q7KZ85
SUPT7L,HGNC:30632,SUPT7L,2,protein-coding gene,gene with protein product,,,ENSG00000119760,9913,O94864
SUPT16H,HGNC:11465,SUPT16H,14,protein-coding gene,gene with protein product,,,ENSG00000092201,11198,Q9Y5B9
SUPT16HP1,HGNC:31388,SUPT16HP1,12,pseudogene,pseudogene,,2013-10-18,ENSG00000256238,400011,
SUPT20H,HGNC:20596,SUPT20H,13,protein-coding gene,gene with protein product,,2012-11-29,ENSG00000102710,55578,Q8NEM7
SUPT20HL1,HGNC:30773,SUPT20HL1,X,protein-coding gene,gene with protein product,,2012-11-29,ENSG00000223731,100130302,Q3ZLR7
SUPT20HL2,HGNC:31797,SUPT20HL2,X,protein-coding gene,gene with protein product,,2012-11-29,ENSG00000223611,170067,P0C7V6
SUPV3L1,HGNC:11471,SUPV3L1,10,protein-coding gene,gene with protein product,,,ENSG00000156502,6832,Q8IYB8
SURF1,HGNC:11474,SURF1,9,protein-coding gene,gene with protein product,,,ENSG00000148290,6834,Q15526
SURF2,HGNC:11475,SURF2,9,protein-coding gene,gene with protein product,,,ENSG00000148291,6835,Q15527
SURF4,HGNC:11476,SURF4,9,protein-coding gene,gene with protein product,,,ENSG00000148248,6836,O15260
SURF6,HGNC:11478,SURF6,9,protein-coding gene,gene with protein product,,,ENSG00000148296,6838,O75683
SURF6P1,HGNC:37722,SURF6P1,Y,pseudogene,pseudogene,,,ENSG00000228518,643470,
SUSD1,HGNC:25413,SUSD1,9,protein-coding gene,gene with protein product,,,ENSG00000106868,64420,Q6UWL2
SUSD2,HGNC:30667,SUSD2,22,protein-coding gene,gene with protein product,,,ENSG00000099994,56241,Q9UGT4
SUSD2P1,HGNC:33889,SUSD2P1,22,pseudogene,pseudogene,,,,729568,
SUSD2P2,HGNC:35197,SUSD2P2,22,pseudogene,pseudogene,,,ENSG00000278110,729450,
SUSD3,HGNC:28391,SUSD3,9,protein-coding gene,gene with protein product,,,ENSG00000157303,203328,Q96L08
SUSD4,HGNC:25470,SUSD4,1,protein-coding gene,gene with protein product,,,ENSG00000143502,55061,Q5VX71
SUSD5,HGNC:29061,SUSD5,3,protein-coding gene,gene with protein product,,,ENSG00000173705,26032,O60279
SUSD6,HGNC:19956,SUSD6,14,protein-coding gene,gene with protein product,,2014-12-08,ENSG00000100647,9766,Q92537
SUV39H1,HGNC:11479,SUV39H1,X,protein-coding gene,gene with protein product,,,ENSG00000101945,6839,O43463
SUV39H2,HGNC:17287,SUV39H2,10,protein-coding gene,gene with protein product,,,ENSG00000152455,79723,Q9H5I1
SUV39H2-DT,HGNC:55188,SUV39H2-DT,10,non-coding RNA,"RNA, long non-coding",,,ENSG00000272853,118568810,
SUZ12,HGNC:17101,SUZ12,17,protein-coding gene,gene with protein product,,,ENSG00000178691,23512,Q15022
SUZ12P1,HGNC:32421,SUZ12P1,17,pseudogene,pseudogene,,2012-04-04,ENSG00000264538,440423,
SUZ12P2,HGNC:43872,SUZ12P2,14,pseudogene,pseudogene,,,,100421539,
SV2A,HGNC:20566,SV2A,1,protein-coding gene,gene with protein product,,,ENSG00000159164,9900,Q7L0J3
SV2B,HGNC:16874,SV2B,15,protein-coding gene,gene with protein product,,,ENSG00000185518,9899,Q7L1I2
SV2C,HGNC:30670,SV2C,5,protein-coding gene,gene with protein product,,,ENSG00000122012,22987,Q496J9
SV2C-AS1,HGNC:55583,SV2C-AS1,5,non-coding RNA,"RNA, long non-coding",,,ENSG00000248127,105379041,
SVBP,HGNC:29204,SVBP,1,protein-coding gene,gene with protein product,,2015-06-15,ENSG00000177868,374969,Q8N300
SVEP1,HGNC:15985,SVEP1,9,protein-coding gene,gene with protein product,,2005-03-17,ENSG00000165124,79987,Q4LDE5
SVIL,HGNC:11480,SVIL,10,protein-coding gene,gene with protein product,,,ENSG00000197321,6840,O95425
SVIL-AS1,HGNC:51219,SVIL-AS1,10,non-coding RNA,"RNA, long non-coding",,,ENSG00000224597,102724316,
SVIL2P,HGNC:44959,SVIL2P,10,pseudogene,pseudogene,,2018-05-25,ENSG00000234814,645954,
SVIP,HGNC:25238,SVIP,11,protein-coding gene,gene with protein product,,,ENSG00000198168,258010,Q8NHG7
SVOP,HGNC:25417,SVOP,12,protein-coding gene,gene with protein product,,,ENSG00000166111,55530,Q8N4V2
SVOPL,HGNC:27034,SVOPL,7,protein-coding gene,gene with protein product,,,ENSG00000157703,136306,Q8N434
SWAP70,HGNC:17070,SWAP70,11,protein-coding gene,gene with protein product,,,ENSG00000133789,23075,Q9UH65
SWI5,HGNC:31412,SWI5,9,protein-coding gene,gene with protein product,,2011-07-29,ENSG00000175854,375757,Q1ZZU3
SWSAP1,HGNC:26638,SWSAP1,19,protein-coding gene,gene with protein product,,2011-11-24,ENSG00000173928,126074,Q6NVH7
SWT1,HGNC:16785,SWT1,1,protein-coding gene,gene with protein product,,2011-01-24,ENSG00000116668,54823,Q5T5J6
SYAP1,HGNC:16273,SYAP1,X,protein-coding gene,gene with protein product,,,ENSG00000169895,94056,Q96A49
SYBU,HGNC:26011,SYBU,8,protein-coding gene,gene with protein product,,,ENSG00000147642,55638,Q9NX95
SYBU-AS1,HGNC:55741,SYBU-AS1,8,non-coding RNA,"RNA, long non-coding",,,ENSG00000248050,100132813,
SYCE1,HGNC:28852,SYCE1,10,protein-coding gene,gene with protein product,,2005-09-27,ENSG00000171772,93426,Q8N0S2
SYCE1L,HGNC:37236,SYCE1L,16,protein-coding gene,gene with protein product,,,ENSG00000205078,100130958,A8MT33
SYCE2,HGNC:27411,SYCE2,19,protein-coding gene,gene with protein product,,,ENSG00000161860,256126,Q6PIF2
SYCE3,HGNC:35245,SYCE3,22,protein-coding gene,gene with protein product,,2011-10-05,ENSG00000217442,644186,A1L190
SYCN,HGNC:18442,SYCN,19,protein-coding gene,gene with protein product,,,ENSG00000179751,342898,Q0VAF6
SYCP1,HGNC:11487,SYCP1,1,protein-coding gene,gene with protein product,,,ENSG00000198765,6847,Q15431
SYCP2,HGNC:11490,SYCP2,20,protein-coding gene,gene with protein product,,,ENSG00000196074,10388,Q9BX26
SYCP2L,HGNC:21537,SYCP2L,6,protein-coding gene,gene with protein product,,2007-07-02,ENSG00000153157,221711,Q5T4T6
SYCP3,HGNC:18130,SYCP3,12,protein-coding gene,gene with protein product,,,ENSG00000139351,50511,Q8IZU3
SYDE1,HGNC:25824,SYDE1,19,protein-coding gene,gene with protein product,,,ENSG00000105137,85360,Q6ZW31
SYDE2,HGNC:25841,SYDE2,1,protein-coding gene,gene with protein product,,2005-08-09,ENSG00000097096,84144,Q5VT97
SYF2,HGNC:19824,SYF2,1,protein-coding gene,gene with protein product,,2005-09-14,ENSG00000117614,25949,O95926
SYF2P1,HGNC:19925,SYF2P1,14,pseudogene,pseudogene,,2010-04-20,ENSG00000258350,317778,
SYF2P2,HGNC:38139,SYF2P2,9,pseudogene,pseudogene,,,ENSG00000233148,100128275,
SYK,HGNC:11491,SYK,9,protein-coding gene,gene with protein product,,,ENSG00000165025,6850,P43405
